respond,companySize,companyName,experience,releaseDate,recruitName,companyPlace,wages,education,companyType
92%,公司规模：20-99人,郑州前景科技有限公司,经验：1-3年,15天前,SEO网站优化,地点：郑州,2001-4000,学历：大专,公司性质：民营
,公司规模：20-99人,亚洲象智能科技(苏州)有限公司,经验：1-3年,15天前,python高级工程师,地点：苏州,8000-15000,学历：不限,公司性质：股份制企业
,公司规模：1000-9999人,传化公路港物流有限公司,经验：1-3年,15天前,信息安全专家/工程师,地点：杭州,15001-20000,学历：大专,公司性质：民营
,公司规模：100-499人,浙江神汽电子商务有限公司,经验：1-3年,15天前,数据分析,地点：杭州,8001-10000,学历：本科,公司性质：民营
,公司规模：20-99人,上海飞观信息科技有限公司,经验：1-3年,15天前,Python工程师(数据分析),地点：沈阳,6001-8000,学历：本科,公司性质：民营
,公司规模：20人以下,上海洛客安防科技有限公司,经验：3-5年,15天前,SEO/SEM专员,地点：上海,6000-8000,学历：大专,公司性质：民营
,公司规模：20人以下,南通易致软件科技有限公司,经验：无经验,15天前,采集数据工程师,地点：南通-崇川区,1800-2500,学历：不限,公司性质：民营
,公司规模：500-999人,广州渠道拓展信息科技有限公司,经验：1-3年,15天前,SEO优化专员/网络推广,地点：广州,4000-8000,学历：大专,公司性质：民营
,公司规模：20-99人,上海优啦金融信息服务有限公司成都办事处,经验：5-10年,15天前,高级Python工程师,地点：成都,15001-20000,学历：不限,公司性质：股份制企业
,,,,,,,,,
,公司规模：100-499人,武汉鑫灵锐信息技术有限公司,经验：1-3年,15天前,高薪诚聘SEO优化工程师,地点：武汉,4001-6000,学历：大专,公司性质：民营
,公司规模：100-499人,北京傲游天下科技有限公司,经验：5-10年,15天前,后台技术总监,地点：北京,30000-60000,学历：本科,公司性质：外商独资
,公司规模：20-99人,北京旭日神州科技有限公司,经验：1-3年,15天前,后端JAVA工程师,地点：北京,7000-10000,学历：大专,公司性质：民营
,公司规模：100-499人,西安汇龙科技股份有限公司,经验：1-3年,15天前,大数据研发工程师,地点：西安-高新技术产业开发区,8000-12000,学历：本科,公司性质：股份制企业
79%,公司规模：20-99人,厦门市中造互联电子商务有限公司,经验：1-3年,15天前,数据采集工程师,地点：厦门,8000-12000,学历：大专,公司性质：民营
61%,公司规模：20-99人,厦门网赢集团有限公司,经验：1-3年,15天前,SEO优化专员,地点：厦门-海沧区,4001-6000,学历：不限,公司性质：民营
67%,公司规模：20-99人,广州合摩计算机科技有限公司,经验：3-5年,15天前,自然语言处理/机器学习高级工程师,地点：广州,15000-30000,学历：本科,公司性质：民营
,公司规模：100-499人,百融(北京)金融信息服务股份有限公司,经验：3-5年,15天前,高级抓取工程师,地点：北京,10001-15000,学历：本科,公司性质：股份制企业
,公司规模：1000-9999人,今日头条,经验：3-5年,15天前,数据研发工程师,地点：北京,30001-50000,学历：本科,公司性质：民营
,公司规模：10000人以上,阿里巴巴集团,经验：3-5年,15天前,阿里移动-后台开发工程师-中间件,地点：广州,面议,经验：5-10年,公司性质：合资
100%,公司规模：100-499人,厦门快商通科技股份有限公司,经验：3-5年,15天前,C++桌面端,地点：厦门-思明区,6001-8000,学历：不限,公司性质：上市公司
100%,公司规模：20人以下,杭州舜泰网络科技有限公司,经验：3-5年,15天前,ASO优化师,地点：杭州-滨江区,6000-12000,学历：不限,公司性质：民营
100%,公司规模：500-999人,湖南惠农科技有限公司,经验：3-5年,15天前,数据采集工程师,地点：长沙,10001-15000,学历：大专,公司性质：民营
100%,公司规模：500-999人,西安软瑞通网络科技有限公司,经验：1年以下,15天前,Java后台开发工程师-技术储备  西安,地点：西安,4001-6000,学历：本科,公司性质：上市公司
100%,公司规模：100-499人,深圳兆亮照明有限公司,经验：3-5年,15天前,PHP开发工程师,地点：深圳-宝安区,15001-20000,学历：本科,公司性质：民营
97%,公司规模：100-499人,网智天元科技集团股份有限公司,经验：1-3年,15天前,python工程师,地点：北京-西城区,10001-15000,学历：本科,公司性质：民营
96%,公司规模：1000-9999人,湖南新环境房地产经纪连锁有限公司三分公司,经验：1-3年,15天前,准上市公司诚聘初、中、高级java工程师、前端、测试,地点：长沙,8001-10000,学历：大专,公司性质：民营
95%,公司规模：20-99人,汉高达贸易(深圳)有限公司,经验：1-3年,15天前,网络推广员,地点：深圳,6001-8000,学历：大专,公司性质：民营
93%,公司规模：100-499人,广东华伦美斯实业发展有限公司,经验：3-5年,15天前,全栈工程师(阿里云服务器开发）,地点：广州,6000-10000,学历：大专,公司性质：民营
93%,公司规模：500-999人,西安软瑞通网络科技有限公司,经验：3-5年,15天前,智能服务后台开发工程师,地点：西安,4001-6000,学历：大专,公司性质：上市公司
91%,公司规模：20-99人,汉高达贸易(深圳)有限公司,经验：1-3年,15天前,seo 网络 推广,地点：深圳-罗湖区,4001-6000,学历：不限,公司性质：民营
90%,公司规模：20-99人,汉高达贸易(深圳)有限公司,经验：1-3年,15天前,网络推广 网站推广员,地点：深圳,5000-7000,学历：不限,公司性质：民营
86%,公司规模：100-499人,广西信业生物技术有限公司,经验：1-3年,15天前,大数据工程师,地点：东莞,50001-70000,学历：本科,公司性质：民营
83%,公司规模：100-499人,广西信业生物技术有限公司,经验：1-3年,15天前,BI工程师,地点：东莞,10001-15000,学历：本科,公司性质：民营
69%,公司规模：1000-9999人,上海彰荣房地产投资顾问有限公司,经验：1-3年,15天前,数据初级开发工程师,地点：上海,6001-8000,学历：大专,公司性质：民营
68%,公司规模：20-99人,苏州朗动网络科技有限公司,经验：1-3年,15天前,Python工程师,地点：苏州-工业园区,8001-10000,学历：大专,公司性质：民营
67%,公司规模：100-499人,中科三清科技有限公司,经验：3-5年,15天前,数据分析师,地点：兰州,8000-13000,学历：本科,公司性质：其它
66%,公司规模：100-499人,深圳才易宝技术有限公司,经验：3-5年,15天前,搜索算法工程师,地点：深圳,20001-30000,学历：大专,公司性质：民营
57%,公司规模：20-99人,汉高达贸易(深圳)有限公司,经验：3-5年,15天前,SEO网络推广,地点：深圳,4001-6000,学历：不限,公司性质：民营
53%,公司规模：100-499人,网智天元科技集团股份有限公司,经验：1-3年,15天前,高级开发工程师-Python-大数据,地点：北京-西城区,10000-20000,学历：本科,公司性质：民营
52%,公司规模：100-499人,网智天元科技集团股份有限公司,经验：5-10年,15天前,高级采集/数据采集工程师,地点：北京-西城区,15000-25000,学历：本科,公司性质：民营
51%,公司规模：500-999人,北京腾信软创信息技术有限公司,经验：1-3年,15天前,数据抓取工程师,地点：北京-海淀区,15000-25000,学历：本科,公司性质：民营
50%,公司规模：20-99人,天津曼德众城科技有限公司,经验：1-3年,15天前,全栈工程师（津南区）,地点：天津-津南区,5000-10000,学历：本科,公司性质：民营
,公司规模：20-99人,北京杰幂数据技术有限公司,经验：3-5年,15天前,高级软件工程师,地点：北京,15000-30000,学历：本科,公司性质：民营
,公司规模：500-999人,趋势科技(中国)有限公司,经验：无经验,15天前,实习生-开发工程师,地点：南京,2001-4000,学历：硕士,公司性质：外商独资
,公司规模：100-499人,北京东方融创信息技术有限公司,经验：无经验,15天前,大数据hadoop开发工程师,地点：北京,10001-15000,学历：本科,公司性质：民营
,公司规模：1000-9999人,卓望信息技术(北京)有限公司,经验：3-5年,15天前,JAVA开发（搜索方向）(002101),地点：广州-天河区,10001-15000,学历：本科,公司性质：外商独资
,公司规模：20-99人,北京安德信业信息咨询有限责任公司,经验：5-10年,15天前,NLP技术经理,地点：上海,30001-50000,学历：本科,公司性质：民营
,公司规模：1000-9999人,成都普惠快捷商务服务有限公司,经验：5-10年,15天前,大数据分析师,地点：成都,4000-8000,学历：本科,公司性质：民营
,公司规模：1000-9999人,北京思特奇信息技术股份有限公司,经验：3-5年,15天前,大数据业务部门_Java高级工程师,地点：武汉,10001-15000,学历：本科,公司性质：上市公司
,公司规模：10000人以上,文思海辉技术有限公司 Pactera Technology International Limited ,经验：3-5年,15天前,舆情分析工程师,地点：南京,面议,公司规模：10000人以上,公司性质：外商独资
,公司规模：10000人以上,文思海辉技术有限公司 Pactera Technology International Limited ,经验：3-5年,15天前,Java开发工程师,地点：南京,面议,公司规模：10000人以上,公司性质：外商独资
,公司规模：100-499人,北京宸瑞科技股份有限公司,经验：3-5年,15天前,数据采集工程师,地点：北京,10001-15000,学历：本科,公司性质：股份制企业
,公司规模：100-499人,网智天元科技集团股份有限公司,经验：3-5年,15天前,大数据舆情采集和分析技术经理,地点：北京-海淀区,10000-20000,学历：不限,公司性质：民营
,公司规模：10000人以上,博彦科技股份有限公司,经验：1-3年,15天前,自然语言高级工程师-北京-02093,地点：北京,15001-20000,学历：硕士,公司性质：上市公司
,公司规模：20-99人,武汉鑫灵锐信息技术有限公司宜昌分公司,经验：1-3年,15天前,高薪诚聘SEO优化工程师,地点：武汉-江汉区,4001-6000,学历：大专,公司性质：股份制企业
,公司规模：100-499人,网智天元科技集团股份有限公司,经验：3-5年,15天前,大数据采集经理/数据采集经理,地点：北京-西城区,10000-20000,学历：本科,公司性质：民营
,公司规模：100-499人,厦门纳网科技股份有限公司,经验：3-5年,15天前,JAVA开发工程师（中、高级）,地点：厦门-思明区,8000-15000,学历：不限,公司性质：股份制企业
,公司规模：100-499人,Zero2IPO Group  清科集团,经验：1-3年,15天前,数据抓取工程师 私募通,地点：北京,10000-18000,学历：大专,公司性质：外商独资
,公司规模：100-499人,北京金控数据技术股份有限公司,经验：1-3年,15天前,Java软件开发工程师(数据抓取),地点：北京-海淀区,10001-15000,学历：本科,公司性质：股份制企业
,公司规模：100-499人,北京合思信息咨询有限公司,经验：1-3年,15天前,高级Java研发工程师（互联网、后端）,地点：北京,20001-30000,学历：本科,公司性质：合资
,公司规模：100-499人,美通社,经验：5-10年,15天前,Java高级开发工程师,地点：北京,10001-15000,学历：本科,公司性质：外商独资
,公司规模：100-499人,智慧芽信息科技(苏州)有限公司,经验：1-3年,15天前,NLP自然语言处理工程师,地点：上海-静安区,15000-30000,学历：本科,公司性质：外商独资
,公司规模：20-99人,上海中奥丽人投资有限公司,经验：1-3年,15天前,程序员,地点：上海,6001-8000,学历：不限,公司性质：民营
,公司规模：100-499人,北京合思信息咨询有限公司,经验：5-10年,15天前,高级Java研发工程师,地点：北京,20001-30000,学历：本科,公司性质：合资
,公司规模：100-499人,上海数禾信息科技有限公司,经验：1-3年,15天前,JAVA技术经理/Java高级工程师/Java工程师,地点：上海-浦东新区,15000-30000,学历：本科,公司性质：其它
,公司规模：100-499人,上海数禾信息科技有限公司,经验：无经验,15天前,互联网软件开发工程师,地点：上海-浦东新区,4001-6000,学历：本科,公司性质：其它
,公司规模：1000-9999人,湖南新环境房地产经纪连锁有限公司,经验：1-3年,15天前,新环境集团总部诚聘JAVA初、中、高级软件工程师,地点：长沙-雨花区,8001-10000,学历：大专,公司性质：民营
,公司规模：1000-9999人,湖南新环境房地产经纪连锁有限公司,经验：1-3年,15天前,新环境集团总部直招初、中、高级Java/税后高薪+单双休+项目奖金,地点：长沙-雨花区,8001-10000,学历：大专,公司性质：民营
,公司规模：500-999人,光合文旅控股股份有限公司北京分公司,经验：1-3年,15天前,数据采集师,地点：北京,6001-8000,学历：本科,公司性质：上市公司
,,,,,,,,,
,公司规模：20-99人,武汉鑫灵锐信息技术有限公司宜昌分公司,经验：1-3年,15天前,高薪诚聘SEO优化工程师,地点：武汉-江汉区,4001-6000,学历：大专,公司性质：股份制企业
,公司规模：500-999人,上海找钢网信息科技股份有限公司,经验：无经验,15天前,数据架构/分析师（2018届实习生）,地点：武汉-东湖新技术开发区,4500-7000,学历：本科,公司性质：外商独资
,公司规模：100-499人,上海数禾信息科技有限公司,经验：无经验,15天前,互联网软件开发工程师,地点：上海-浦东新区,4001-6000,学历：本科,公司性质：其它
,公司规模：100-499人,上海数禾信息科技有限公司,经验：1-3年,15天前,JAVA技术经理/Java高级工程师/Java工程师,地点：上海-浦东新区,15000-30000,学历：本科,公司性质：其它
,公司规模：1000-9999人,湖南新环境房地产经纪连锁有限公司,经验：1-3年,15天前,新环境集团总部诚聘JAVA初、中、高级软件工程师,地点：长沙-雨花区,8001-10000,学历：大专,公司性质：民营
,公司规模：1000-9999人,湖南新环境房地产经纪连锁有限公司,经验：1-3年,15天前,新环境集团总部直招初、中、高级Java/税后高薪+单双休+项目奖金,地点：长沙-雨花区,8001-10000,学历：大专,公司性质：民营
,公司规模：1000-9999人,湖南新环境房地产经纪连锁有限公司,经验：1-3年,15天前,急！急！急！新环境总部急聘！有1年JAVA开发经验以上的工程师！,地点：长沙,8001-10000,学历：不限,公司性质：民营
,公司规模：100-499人,国龙投资(北京)有限公司,经验：1-3年,15天前,大数据经理,地点：北京,15001-20000,学历：不限,公司性质：民营
,公司规模：100-499人,武汉创优智才科技有限公司,经验：无经验,15天前,网页抓取实习工程师（五险+应届生亦可）,地点：武汉,4001-6000,学历：不限,公司性质：民营
,公司规模：500-999人,趋势科技(中国)有限公司,经验：无经验,15天前,实习生-开发工程师,地点：南京,2001-4000,学历：硕士,公司性质：外商独资
,公司规模：500-999人,趋势科技(中国)有限公司,经验：无经验,15天前,实习生-Mac 开发测试工程师,地点：南京,2001-4000,学历：本科,公司性质：外商独资
,公司规模：100-499人,上海嘉之道企业管理咨询有限公司,经验：无经验,15天前,数据挖掘工程师,地点：上海-长宁区,10000-20000,学历：不限,公司性质：民营
,公司规模：1000-9999人,成都普惠快捷商务服务有限公司,经验：无经验,15天前,大数据分析师,地点：成都,4000-8000,学历：本科,公司性质：民营
,公司规模：20-99人,北京中复康养老服务股份有限公司,经验：5-10年,15天前,技术经理,地点：北京,15000-25000,学历：本科,公司性质：股份制企业
,公司规模：20-99人,北京美秒科技有限公司,经验：1-3年,15天前,数据抓取工程师,地点：北京-海淀区,10001-15000,学历：不限,公司性质：民营
,公司规模：100-499人,上海载和网络科技有限公司,经验：1-3年,15天前,BI工程师（Java）,地点：上海,8001-10000,学历：不限,公司性质：外商独资
,公司规模：100-499人,澜极智谷(北京)科技有限公司四川分公司,经验：1-3年,15天前,Python软件开发工程师,地点：成都,5000-10000,学历：不限,公司性质：股份制企业
,公司规模：1000-9999人,大连文海思创信息技术有限公司,经验：1-3年,15天前,JAVAEE讲师,地点：大连,15001-20000,学历：大专,公司性质：股份制企业
,公司规模：10000人以上,信和汇诚信用管理(北京)有限公司,经验：10年以上,15天前,架构师,地点：北京,30001-50000,学历：本科,公司性质：民营
,公司规模：20-99人,上海锐陟企业管理咨询有限公司,经验：3-5年,15天前,Python开发工程师,地点：北京,15001-20000,学历：本科,公司性质：外商独资
,公司规模：100-499人,福建中金在线信息科技有限公司北京分公司,经验：3-5年,15天前,SEO搜索引擎优化,地点：北京-朝阳区,15001-20000,学历：本科,公司性质：上市公司
,公司规模：20-99人,上海有云信息技术有限公司,经验：3-5年,15天前,云安全高级开发工程师,地点：上海,20001-30000,学历：本科,公司性质：民营
,公司规模：500-999人,广西中卓信息技术有限公司成都分公司,经验：3-5年,15天前,数据开发实习生,地点：成都,4001-6000,学历：本科,公司性质：合资
,公司规模：20-99人,上海睿璞企业管理咨询有限公司,经验：1-3年,15天前,算法专家-文本方向,地点：上海,20001-30000,学历：本科,公司性质：民营
,公司规模：100-499人,北京数智源科技股份有限公司,经验：1-3年,15天前,产品／测试／Python／C#实习岗位,地点：北京-朝阳区,4001-6000,学历：不限,公司性质：股份制企业
,公司规模：10000人以上,西安中软卓越信息技术有限公司昆明办事处,经验：1-3年,15天前,数据挖掘实习生,地点：昆明,4001-6000,学历：不限,公司性质：上市公司
,公司规模：20-99人,雅丹鹰目(北京)信息技术有限公司,经验：1-3年,15天前,企业合伙人,地点：北京,5000-8000,学历：不限,公司性质：国企
,公司规模：20-99人,雅丹鹰目(北京)信息技术有限公司,经验：1-3年,15天前,营销策划,地点：北京,8001-10000,学历：不限,公司性质：国企
50%,公司规模：100-499人,武汉创优智才科技有限公司,经验：无经验,15天前,4K网页脚本抓取实习工程师+双休+食宿,地点：武汉,4001-6000,学历：不限,公司性质：民营
50%,公司规模：100-499人,山东乐舱网国际物流股份有限公司,经验：1-3年,15天前,软件工程师,地点：青岛-市南区,6001-8000,学历：大专,公司性质：外商独资
,公司规模：100-499人,北京优才创智科技有限公司成都分公司,经验：1-3年,15天前,网页抓起工程师助理,地点：成都,3000-6000,学历：不限,公司性质：民营
,公司规模：100-499人,北京优才创智科技有限公司成都分公司,经验：1-3年,15天前,网页抓取脚本工程师,地点：成都,4000-6000,学历：大专,公司性质：民营
,公司规模：100-499人,深圳市配得好家居网络科技有限公司,经验：1-3年,15天前,软件开发工程师（高薪急聘）,地点：深圳-南山区,10000-14999,学历：本科,公司性质：民营
50%,公司规模：1000-9999人,上海彰荣房地产投资顾问有限公司,经验：3-5年,15天前,数据中高级开发工程师,地点：上海,10001-15000,学历：大专,公司性质：民营
,公司规模：20-99人,深圳前海信美分期科技有限公司,经验：3-5年,15天前,python开发工程师,地点：深圳-福田区,10001-15000,学历：不限,公司性质：民营
,公司规模：1000-9999人,中国信息通信研究院,经验：3-5年,15天前,高级JAVA开发工程师,地点：北京-海淀区,15000-25000,学历：本科,公司性质：事业单位
,公司规模：1000-9999人,广州卓越教育培训中心,经验：1-3年,15天前,web前端开发工程师,地点：广州,8000-15000,学历：大专,公司性质：其它
,公司规模：20-99人,广州卡宝宝互联网金融信息服务股份有限公司,经验：1-3年,15天前,算法工程师,地点：广州-萝岗区,10000-20000,学历：本科,公司性质：上市公司
,公司规模：100-499人,北京海天瑞声科技有限公司,经验：1-3年,15天前,perl/python/c#实习生,地点：北京,2001-4000,学历：本科,公司性质：民营
,公司规模：1000-9999人,北京传智播客教育科技有限公司,经验：1-3年,15天前,JavaEE讲师,地点：广州-天河区,13000-25000,学历：不限,公司性质：民营
,公司规模：1000-9999人,北京传智播客教育科技有限公司,经验：3-5年,15天前,JavaEE讲师,地点：北京,25000-40000,学历：大专,公司性质：民营
,公司规模：500-999人,杭州光云科技有限公司,经验：3-5年,15天前,Pythoh开发工程师,地点：杭州,10001-15000,学历：不限,公司性质：民营
,公司规模：10000人以上,郑州讯奥信息技术有限公司,经验：3-5年,15天前,搜索引擎开发工程师助理,地点：郑州,3500-5000,学历：大专,公司性质：上市公司
,公司规模：20-99人,南京科进实业有限公司,经验：1-3年,15天前,SEO竞价推广主管,地点：南京,4001-6000,学历：大专,公司性质：民营
,公司规模：20-99人,南京科进实业有限公司,经验：1-3年,15天前,电子商务与网络推广,地点：南京-玄武区,4001-6000,学历：本科,公司性质：民营
,公司规模：20-99人,深圳市耐飞科技有限公司,经验：3-5年,15天前,后台开发,地点：深圳,15000-20000,学历：大专,公司性质：民营
,公司规模：100-499人,广州市原象广告有限公司,经验：1-3年,15天前,高级数据分析师,地点：广州-海珠区,7000-12000,学历：本科,公司性质：民营
,公司规模：20-99人,雅丹鹰目(北京)信息技术有限公司,经验：1-3年,15天前,渠道销售,地点：北京,8001-10000,学历：大专,公司性质：国企
50%,公司规模：1000-9999人,上海彰荣房地产投资顾问有限公司,经验：1-3年,15天前,中级数据仓库开发工程师,地点：上海,10001-15000,学历：本科,公司性质：民营
,公司规模：100-499人,北京优才创智科技有限公司成都分公司,经验：无经验,15天前,JC实习工程师,地点：成都,4000-8000,学历：大专,公司性质：民营
,公司规模：100-499人,深圳前海九慧金服科技有限公司,经验：1-3年,15天前,大数据开发工程师,地点：深圳,10001-15000,学历：本科,公司性质：民营
,公司规模：1000-9999人,北京中科大洋科技发展股份有限公司,经验：1-3年,15天前,Java研发工程师,地点：北京-海淀区,10001-15000,学历：本科,公司性质：股份制企业
,公司规模：1000-9999人,北京中科大洋科技发展股份有限公司,经验：1-3年,15天前,java研发工程师,地点：北京,8000-15000,学历：本科,公司性质：股份制企业
,公司规模：1000-9999人,北京鼎力创世科技有限公司,经验：1-3年,15天前,PHP开发-北京-00067,地点：北京,10001-15000,学历：不限,公司性质：民营
,公司规模：100-499人,成都数联铭品科技有限公司,经验：1-3年,15天前,数据工程师,地点：贵阳,5000-10000,学历：本科,公司性质：民营
,公司规模：100-499人,广东高航知识产权运营有限公司,经验：1-3年,15天前,SEO工程师（储备主管方向）,地点：广州-天河区,6001-8000,学历：大专,公司性质：民营
,公司规模：1000-9999人,搜狗公司,经验：3-5年,15天前,个性化阅读-PHP高级开发工程师-北京-01959,地点：北京,15000-30000,学历：本科,公司性质：股份制企业
,公司规模：100-499人,北京中科联通科技有限责任公司,经验：3-5年,15天前,项目经理（IT）,地点：西安-碑林区,10001-15000,学历：本科,公司性质：民营
,公司规模：100-499人,广州市炫境数字科技有限公司,经验：3-5年,15天前,网站优化、阿里巴巴运营,地点：广州-番禺区,4001-6000,学历：不限,公司性质：民营
75%,公司规模：100-499人,哈尔滨隆之道科技有限公司,经验：3-5年,15天前,网络工程师,地点：哈尔滨,2000-4000,学历：大专,公司性质：民营
,,,,,,,,,
74%,公司规模：100-499人,哈尔滨隆之道科技有限公司,,15天前,高级网络工程师,地点：哈尔滨,5000-10000,学历：不限,公司性质：民营
,公司规模：1000-9999人,搜狗公司,,15天前,网页搜索-数据挖掘研究员-北京-00033,地点：北京,15001-20000,学历：本科,公司性质：股份制企业
100%,公司规模：100-499人,广州市古哩古哩电子商务有限公司,,15天前,数据工程师-助理,地点：广州,6001-8000,学历：大专,公司性质：其它
100%,公司规模：100-499人,广州市古哩古哩电子商务有限公司,,15天前,数据采集师,地点：广州,8001-10000,学历：不限,公司性质：其它
95%,公司规模：20人以下,上海众开信息科技有限公司,经验：5-10年,15天前,BI工程师，大数据JAVA工程师，大数据JAVA架构师,地点：上海,10001-15000,学历：本科,公司性质：民营
61%,公司规模：100-499人,北京中科联通科技有限责任公司,经验：5-10年,15天前,Java高级软件开发工程师,地点：西安-碑林区,8000-13000,学历：本科,公司性质：民营
,公司规模：100-499人,沈阳曙光医院,经验：5-10年,15天前,程序,地点：沈阳-和平区,2001-4000,学历：大专,公司性质：其它
,公司规模：20-99人,福建新诺美环境科技有限公司,经验：1-3年,15天前,网络营销副总,地点：福州-闽侯县,6001-8000,学历：大专,公司性质：合资
,公司规模：100-499人,智慧芽信息科技(苏州)有限公司上海分公司,经验：1-3年,15天前,技术经理,地点：上海,25000-40000,学历：不限,公司性质：外商独资
,公司规模：100-499人,大连同方软银科技股份有限公司,经验：1-3年,15天前,java开发工程师（小微金融研发中心）,地点：大连,4000-7000,学历：本科,公司性质：股份制企业
,公司规模：10000人以上,浪潮集团有限公司 ,经验：1-3年,15天前,Java开发工程师,地点：贵阳,4001-6000,学历：不限,公司性质：国企
,公司规模：100-499人,鸽姆微媒体系统科技(上海)有限公司,经验：3-5年,15天前,SEO专员/搜索引擎优化/网站优化/网站优化,地点：上海-松江区,10001-15000,学历：大专,公司性质：民营
,公司规模：10000人以上,温思顿国际英语（长沙运营中心）,经验：3-5年,15天前,网站SEO专员,地点：长沙,4001-6000,学历：大专,公司性质：合资
,公司规模：10000人以上,京东方科技集团,经验：3-5年,15天前,系统开发工程师 S17Y100910301,地点：北京,10001-15000,学历：本科,公司性质：上市公司
,公司规模：100-499人,中国电信股份有限公司云计算分公司,经验：3-5年,15天前,大数据研发工程师,地点：北京,15000-25000,学历：本科,公司性质：国企
,公司规模：100-499人,南京思美软件系统有限公司,经验：3-5年,15天前,大数据产品开发工程师(北京),地点：北京-海淀区,20001-30000,学历：大专,公司性质：民营
,公司规模：1000-9999人,大公国际信用评级集团有限公司,经验：1-3年,15天前,数据采集工程师,地点：北京,10001-15000,学历：本科,公司性质：民营
,公司规模：100-499人,深圳前瞻资讯股份有限公司,经验：1-3年,15天前,.net (C#) 高级软件工程师 (数据蜘蛛方向),地点：深圳-南山区,10000-15000,学历：大专,公司性质：民营
,公司规模：20-99人,北京大德宽广科技有限公司,经验：1-3年,15天前,大数据产品开发工程师,地点：北京,15001-20000,学历：本科,公司性质：民营
,公司规模：100-499人,北京小度互娱科技有限公司,经验：3-5年,15天前,百度视频--数据研发工程师,地点：北京,18000-30000,学历：本科,公司性质：民营
,公司规模：1000-9999人,江苏新大陆科技股份有限公司,经验：1-3年,15天前,配置管理技术员,地点：南京,6001-8000,学历：大专,公司性质：民营
,公司规模：10000人以上,阿里巴巴集团,经验：1-3年,15天前,安全部-机器行为对抗专家,地点：杭州,面议,经验：3-5年,公司性质：合资
,公司规模：1000-9999人,浙江华媒控股股份有限公司,经验：1-3年,15天前,大数据工程师,地点：杭州,8001-10000,学历：不限,公司性质：上市公司
,公司规模：100-499人,厦门市好景科技有限公司,经验：3-5年,15天前,中级java工程师,地点：厦门,7000-10000,学历：大专,公司性质：股份制企业
,公司规模：1000-9999人,武汉佰钧成技术有限责任公司 ,经验：3-5年,15天前,全栈工程师,地点：北京,15000-25000,学历：大专,公司性质：民营
,公司规模：20-99人,南京擎盾信息科技有限公司,经验：1-3年,15天前,QA及测试工程师,地点：南京,8001-10000,学历：本科,公司性质：民营
,公司规模：20-99人,南京擎盾信息科技有限公司,经验：1-3年,15天前,JAVA开发工程师-杭州,地点：杭州,10001-15000,学历：不限,公司性质：民营
,公司规模：100-499人,江苏省未来网络创新研究院,经验：1-3年,15天前,大数据工程师,地点：南京,6001-8000,学历：本科,公司性质：事业单位
,公司规模：100-499人,北京中创信测科技股份有限公司,经验：3-5年,15天前,自然语言处理工程师(NLP),地点：北京-海淀区,15000-20000,学历：本科,公司性质：民营
,公司规模：20-99人,黑龙江中金云科技股份有限公司,经验：3-5年,15天前,AI/数据挖掘工程师,地点：哈尔滨,8001-10000,学历：不限,公司性质：股份制企业
,公司规模：10000人以上,阿里巴巴集团,经验：3-5年,15天前,业务平台-翻译技术-数据挖掘专家,地点：杭州,面议,经验：3-5年,公司性质：合资
50%,公司规模：100-499人,广州市古哩古哩电子商务有限公司,经验：3-5年,15天前,网络数据采集开发员,地点：广州,20001-30000,学历：本科,公司性质：其它
,公司规模：20-99人,南京擎盾信息科技有限公司,经验：1-3年,15天前,Python开发工程师,地点：南京,10001-15000,学历：本科,公司性质：民营
,公司规模：20-99人,上海飞观信息科技有限公司,经验：1-3年,15天前,Python工程师-数据分析(应届生),地点：沈阳,2001-4000,学历：本科,公司性质：民营
,公司规模：100-499人,中科倍力信息技术(北京)有限公司,经验：1-3年,15天前,JAVA工程师 互联网金融,地点：北京-东城区,7000-10000,学历：本科,公司性质：股份制企业
,公司规模：100-499人,上海子耕投资咨询有限公司,经验：3-5年,15天前,Java资深开发工程师,地点：上海-静安区,15000-30000,学历：本科,公司性质：其它
94%,公司规模：20-99人,江西广而易科技有限公司,经验：3-5年,15天前,JAVA高级研发工程师,地点：南昌-青云谱区,10001-15000,学历：本科,公司性质：民营
,公司规模：500-999人,福建亿榕信息技术有限公司,经验：1-3年,15天前,python研发工程师,地点：福州,5000-10000,学历：本科,公司性质：国企
,公司规模：1000-9999人,北京外企德科人力资源服务上海有限公司,经验：1-3年,15天前,资讯信息维护岗/网站运营-事业单位-投资咨询,地点：上海-浦东新区,8001-10000,学历：本科,公司性质：合资
,公司规模：500-999人,北京恒泰博车拍卖有限公司,经验：3-5年,15天前,JAVA 高级工程师,地点：上海-宝山区,10001-15000,学历：本科,公司性质：民营
,公司规模：500-999人,杭州安恒信息技术有限公司,经验：3-5年,15天前,Java（数据大脑事业部）,地点：杭州,15000-25000,学历：本科,公司性质：民营
,公司规模：500-999人,杭州安恒信息技术有限公司,经验：3-5年,15天前,C++（中高级）,地点：杭州,15000-25000,学历：本科,公司性质：民营
,公司规模：100-499人,广州市亨远投资咨询有限公司,经验：1-3年,15天前,金融/经济研究员,地点：广州-白云区,8001-10000,学历：大专,公司性质：民营
,公司规模：500-999人,北京诺禾致源科技股份有限公司,经验：1-3年,15天前,知识工程师,地点：北京,10001-15000,学历：硕士,公司性质：民营
